age,turnover,travel,department,distance,education,career,employee,id,satisfaction_environment,sex,implicatio,job_level,job,satisfation_job,civil_Status,monthly_salary,num_previous_companies,Older,Extra hours,salary_increase,assessment,satisfaction_colleagues,fortnight_hours,action_level,years_experience,num_formations_last_year,conciliation,years_company,years_in_position,years_since_last_promotion,years_with_current_manager
26,No,Non-Travel,Research & Development,7,University,Medical,1,1693,Very_High,3,High,1,Laboratory Technician,High,Single,2570,1,Y,No,20,Very_High,High,80,0,7,5,High,7,NA,5,7
55,No,Travel_Rarely,Research & Development,22,Secondary,Technical Degree,1,1694,Low,NA,Medium,1,Research Scientist,Medium,Divorced,3537,5,Y,No,12,High,Very_High,80,1,8,1,Medium,4,NA,1,2
34,No,Travel_Rarely,Research & Development,5,Secondary,Medical,1,1696,Medium,2,Medium,2,Laboratory Technician,Medium,Married,3986,1,Y,No,14,High,High,80,1,15,3,#N/D,15,NA,4,13
60,No,Travel_Rarely,Research & Development,1,Primaria,Medical,1,1697,High,1,Low,3,Healthcare Representative,Low,Divorced,10883,3,Y,No,20,Very_High,High,80,1,19,2,Low,1,NA,0,0
33,No,Travel_Rarely,Research & Development,21,Master,Medical,1,1698,Medium,4,Very_High,1,Laboratory Technician,Very_High,Married,2028,1,Y,No,18,High,Very_High,80,3,14,6,#N/D,14,NA,2,13
37,No,Travel_Frequently,Sales,1,Primaria,Medical,1,1700,High,1,Low,2,Sales Executive,Low,Divorced,9525,1,Y,No,14,High,High,80,2,6,2,Low,6,NA,1,3
34,No,Travel_Rarely,Research & Development,19,Secondary,Life Sciences,1,1701,Medium,2,Medium,1,Research Scientist,Medium,Married,2929,1,Y,No,12,High,Medium,80,0,10,3,Medium,10,NA,8,7
23,Yes,Travel_Rarely,Sales,7,University,Life Sciences,1,1702,High,3,High,1,Sales Representative,High,Divorced,2275,1,Y,Yes,21,Very_High,Medium,80,1,3,2,#N/D,3,NA,0,2
44,No,Travel_Rarely,Research & Development,2,Master,Life Sciences,1,1703,High,4,Very_High,3,Healthcare Representative,Very_High,Married,7879,1,Y,Yes,19,High,Medium,80,1,9,2,Very_High,8,NA,6,7
35,No,Travel_Frequently,Research & Development,2,Secondary,Medical,1,1704,Low,2,Medium,1,Research Scientist,Medium,Single,4930,0,Y,Yes,14,High,High,80,0,6,2,#N/D,5,NA,1,4
43,No,Travel_Rarely,Sales,2,University,Medical,1,1706,Very_High,NA,High,2,Sales Executive,High,Married,7847,1,Y,Yes,17,High,Low,80,1,10,3,#N/D,10,3,8,8
24,No,Travel_Rarely,Research & Development,9,Master,Medical,1,1707,High,4,Very_High,1,Research Scientist,Very_High,Married,4401,1,Y,No,16,High,Very_High,80,1,5,1,Very_High,5,NA,0,4
41,No,Travel_Rarely,Sales,6,University,Marketing,1,1708,Very_High,3,High,3,Sales Executive,High,Single,9241,1,Y,No,12,High,Medium,80,0,10,3,High,10,NA,8,7
29,No,Travel_Rarely,Research & Development,9,University,Medical,1,1709,Very_High,NA,High,1,Laboratory Technician,High,Married,2974,9,Y,No,17,High,High,80,1,9,2,#N/D,5,NA,1,2
36,No,Travel_Rarely,Sales,2,University,Life Sciences,1,1710,High,NA,High,2,Sales Representative,High,Single,4502,3,Y,No,15,High,High,80,0,17,2,#N/D,13,NA,6,7
45,No,Non-Travel,Research & Development,1,Secondary,Life Sciences,1,1712,High,2,Medium,3,Healthcare Representative,Medium,Married,10748,3,Y,No,23,Very_High,Very_High,80,1,25,3,#N/D,23,NA,14,4
24,Yes,Travel_Rarely,Human Resources,22,Primaria,Human Resources,1,1714,Very_High,1,Low,1,Human Resources,Low,Married,1555,1,Y,No,11,High,High,80,1,1,2,#N/D,1,NA,0,0
47,Yes,Travel_Frequently,Sales,9,Primaria,Life Sciences,1,1716,High,NA,Low,4,Sales Executive,Low,Married,12936,7,Y,No,11,High,High,80,0,25,3,#N/D,23,NA,14,10
26,No,Travel_Rarely,Research & Development,17,Primaria,Medical,1,1718,Very_High,1,Low,1,Laboratory Technician,Low,Married,2305,1,Y,No,15,High,High,80,3,3,3,Low,3,NA,0,2
45,No,Travel_Rarely,Research & Development,28,Secondary,Technical Degree,1,1719,Very_High,2,Medium,4,Research Director,Medium,Single,16704,1,Y,No,11,High,High,80,0,21,2,Medium,21,NA,8,6
32,No,Travel_Frequently,Research & Development,10,University,Life Sciences,1,1720,Low,3,High,1,Research Scientist,High,Married,3433,6,Y,No,13,High,Low,80,1,10,3,#N/D,5,NA,1,3
31,No,Travel_Rarely,Research & Development,2,University,Life Sciences,1,1721,Medium,3,High,1,Laboratory Technician,High,Married,3477,1,Y,No,14,High,Very_High,80,1,6,2,#N/D,5,3,0,3
41,No,Non-Travel,Human Resources,4,Primaria,Human Resources,1,1722,High,1,Low,2,Human Resources,Low,Married,6430,6,Y,No,19,High,Medium,80,1,10,4,#N/D,3,NA,1,2
40,No,Travel_Rarely,Research & Development,8,University,Life Sciences,1,1724,Medium,3,High,2,Manufacturing Director,High,Married,6516,2,Y,Yes,16,High,Medium,80,1,18,3,#N/D,1,NA,0,0
24,No,Travel_Rarely,Research & Development,29,University,Medical,1,1725,Medium,3,High,1,Laboratory Technician,High,Divorced,3907,1,Y,No,13,High,Medium,80,3,6,2,#N/D,6,NA,1,2
46,No,Travel_Rarely,Research & Development,13,University,Life Sciences,1,1727,High,3,High,2,Healthcare Representative,High,Single,5562,6,Y,No,14,High,Very_High,80,0,19,3,High,10,NA,0,9
35,No,Travel_Rarely,Research & Development,27,University,Life Sciences,1,1728,Very_High,NA,High,2,Manufacturing Director,High,Married,6883,2,Y,No,16,High,Medium,80,1,17,3,High,7,NA,0,7
30,No,Travel_Rarely,Research & Development,16,University,Life Sciences,1,1729,Medium,3,High,1,Research Scientist,High,Married,2862,1,Y,No,12,High,Medium,80,1,10,2,#N/D,10,NA,0,8
47,No,Non-Travel,Sales,2,University,Marketing,1,1731,High,3,High,2,Sales Executive,High,Married,4978,7,Y,No,11,High,Very_High,80,1,4,3,High,1,NA,0,0
46,No,Travel_Rarely,Sales,2,University,Life Sciences,1,1732,High,3,High,3,Sales Executive,High,Divorced,10368,4,Y,Yes,12,High,Medium,80,1,13,5,High,10,NA,0,3
36,Yes,Travel_Rarely,Sales,13,Secondary,Marketing,1,1733,Medium,2,Medium,2,Sales Executive,Medium,Divorced,6134,5,Y,Yes,13,High,Medium,80,3,16,3,#N/D,2,2,2,2
32,Yes,Travel_Rarely,Sales,1,Primaria,Life Sciences,1,1734,Low,1,Low,2,Sales Executive,Low,Single,6735,6,Y,No,15,High,Medium,80,0,10,2,Low,0,NA,0,0
23,No,Travel_Rarely,Research & Development,4,University,Medical,1,1735,High,3,High,1,Laboratory Technician,High,Single,3295,1,Y,No,13,High,High,80,0,3,3,#N/D,3,NA,1,2
31,No,Travel_Frequently,Research & Development,24,University,Technical Degree,1,1736,Very_High,3,High,2,Manufacturing Director,High,Single,5238,2,Y,No,20,Very_High,Very_High,80,0,9,3,#N/D,5,NA,1,4
39,No,Non-Travel,Research & Development,1,University,Life Sciences,1,1737,Very_High,NA,High,2,Laboratory Technician,High,Married,6472,1,Y,Yes,15,High,Very_High,80,1,9,2,#N/D,9,3,5,8
32,No,Travel_Rarely,Sales,19,Primaria,Life Sciences,1,1739,Very_High,NA,Low,3,Sales Executive,Low,Married,9610,3,Y,No,13,High,High,80,1,10,2,#N/D,4,NA,0,2
40,No,Travel_Rarely,Sales,7,University,Medical,1,1740,Medium,3,High,5,Manager,High,Single,19833,1,Y,No,14,High,Medium,80,0,21,3,#N/D,21,3,12,8
45,No,Travel_Rarely,Human Resources,4,Primaria,Life Sciences,1,1744,High,1,Low,3,Human Resources,Low,Married,9756,4,Y,No,21,Very_High,High,80,2,9,2,Low,5,NA,0,3
30,No,Travel_Frequently,Research & Development,2,Secondary,Technical Degree,1,1745,Very_High,2,Medium,1,Research Scientist,Medium,Single,4968,0,Y,No,16,High,Very_High,80,0,10,2,#N/D,9,NA,0,7
24,No,Travel_Frequently,Human Resources,10,University,Medical,1,1746,Low,3,High,1,Human Resources,High,Married,2145,0,Y,No,14,High,Very_High,80,1,3,2,#N/D,2,NA,2,1
30,Yes,Travel_Frequently,Human Resources,8,Secondary,Human Resources,1,1747,High,NA,Medium,1,Human Resources,Medium,Divorced,2180,6,Y,No,11,High,High,80,1,6,0,Medium,4,NA,1,2
31,No,Travel_Rarely,Sales,5,University,Technical Degree,1,1749,Low,3,High,2,Sales Executive,High,Married,8346,1,Y,No,19,High,High,80,1,6,3,#N/D,5,NA,0,2
27,No,Travel_Rarely,Research & Development,8,University,Medical,1,1751,High,3,High,1,Research Scientist,High,Single,3445,1,Y,No,11,High,High,80,0,6,5,#N/D,6,NA,1,4
29,Yes,Travel_Rarely,Sales,9,Primaria,Marketing,1,1752,Medium,1,Low,1,Sales Representative,Low,Single,2760,1,Y,No,13,High,High,80,0,2,3,#N/D,2,NA,2,2
29,No,Travel_Frequently,Research & Development,1,Master,Life Sciences,1,1753,Very_High,4,Very_High,2,Healthcare Representative,Very_High,Single,6294,8,Y,Yes,12,High,Very_High,80,0,10,5,Very_High,3,NA,0,2
30,No,Travel_Rarely,Sales,15,Secondary,Marketing,1,1754,High,2,Medium,3,Sales Executive,Medium,Divorced,7140,2,Y,No,11,High,Low,80,1,12,2,#N/D,7,NA,1,7
34,No,Travel_Rarely,Research & Development,2,Master,Medical,1,1755,Very_High,4,Very_High,1,Research Scientist,Very_High,Married,2932,0,Y,Yes,14,High,Low,80,3,6,3,Very_High,5,NA,1,2
33,No,Non-Travel,Sales,2,University,Marketing,1,1756,Very_High,3,High,2,Sales Executive,High,Single,5147,8,Y,No,15,High,Very_High,80,0,13,2,High,11,NA,1,7
49,No,Travel_Rarely,Sales,11,University,Marketing,1,1757,Very_High,3,High,2,Sales Executive,High,Single,4507,3,Y,No,12,High,High,80,0,8,1,#N/D,5,NA,0,4
33,Yes,Travel_Rarely,Sales,16,University,Life Sciences,1,1758,Low,3,High,3,Sales Executive,High,Single,8564,2,Y,Yes,20,Very_High,High,80,0,11,2,High,0,NA,0,0
38,No,Travel_Frequently,Research & Development,2,Secondary,Medical,1,1760,High,2,Medium,1,Laboratory Technician,Medium,Married,2468,4,Y,No,14,High,Medium,80,1,9,4,Medium,6,2,0,5
31,Yes,Travel_Rarely,Sales,16,University,Marketing,1,1761,Low,3,High,3,Sales Executive,High,Married,8161,2,Y,No,13,High,Low,80,3,10,2,High,1,NA,0,0
29,No,Travel_Rarely,Research & Development,4,Secondary,Technical Degree,1,1762,Very_High,2,Medium,1,Research Scientist,Medium,Divorced,2109,1,Y,No,13,High,High,80,1,1,2,#N/D,1,NA,0,0
30,No,Travel_Rarely,Research & Development,16,Master,Life Sciences,1,1763,High,4,Very_High,2,Healthcare Representative,Very_High,Married,5294,3,Y,No,16,High,High,80,1,10,3,#N/D,7,NA,1,7
32,No,Non-Travel,Research & Development,5,University,Technical Degree,1,1764,Medium,3,High,1,Research Scientist,High,Single,2718,2,Y,No,14,High,Medium,80,0,12,3,#N/D,7,NA,0,7
38,No,Travel_Rarely,Research & Development,18,Primaria,Medical,1,1766,Medium,1,Low,2,Healthcare Representative,#N/D,Married,5811,3,Y,Yes,16,High,High,80,1,15,2,#N/D,1,NA,1,0
43,Yes,Travel_Frequently,Research & Development,17,#N/D,Technical Degree,1,1767,High,2,Medium,1,Research Scientist,Medium,Married,2437,9,Y,Yes,16,High,Very_High,80,1,6,4,Medium,1,NA,0,0
42,No,Travel_Rarely,Research & Development,12,University,Medical,1,1768,Medium,3,High,1,Laboratory Technician,High,Divorced,2766,8,Y,No,22,Very_High,Medium,80,3,7,6,#N/D,5,NA,0,4
55,No,Travel_Rarely,Research & Development,2,Secondary,Medical,1,1770,High,2,Medium,5,Research Director,Medium,Married,19038,8,Y,No,12,High,Medium,80,3,34,2,Medium,1,NA,0,0
33,No,Non-Travel,Research & Development,4,University,Technical Degree,1,1771,Very_High,3,High,2,Research Scientist,High,Divorced,3055,5,Y,No,15,High,Very_High,80,2,11,2,#N/D,9,3,1,7
41,No,Travel_Rarely,Research & Development,9,University,Life Sciences,1,1772,High,3,High,1,Laboratory Technician,High,Divorced,2289,1,Y,No,20,Very_High,Medium,80,2,5,2,#N/D,5,NA,0,4
34,No,Non-Travel,Sales,10,University,Life Sciences,1,1774,Very_High,3,High,2,Sales Executive,High,Divorced,4001,1,Y,Yes,14,High,High,80,1,15,3,#N/D,15,NA,0,7
53,No,Non-Travel,Research & Development,1,Secondary,Medical,1,1775,Low,2,Medium,4,Manufacturing Director,Medium,Married,12965,4,Y,Yes,20,Very_High,Very_High,80,3,27,2,Medium,3,NA,0,2
43,No,Travel_Rarely,Human Resources,2,University,Life Sciences,1,1778,Medium,3,High,1,Human Resources,High,Single,3539,0,Y,No,13,High,Medium,80,0,10,5,#N/D,9,3,1,8
34,No,Travel_Rarely,Sales,3,Primaria,Life Sciences,1,1779,Very_High,1,Low,2,Sales Executive,Low,Single,6029,5,Y,No,12,High,Low,80,0,6,3,#N/D,2,NA,2,2
21,Yes,Travel_Rarely,Sales,7,University,Marketing,1,1780,Medium,3,High,1,Sales Representative,High,Single,2679,1,Y,No,13,High,Medium,80,0,1,3,#N/D,1,NA,1,0
38,No,Travel_Rarely,Research & Development,6,Secondary,Other,1,1782,Very_High,2,Medium,1,Laboratory Technician,Medium,Married,3702,1,Y,No,11,High,Medium,80,1,5,3,Medium,5,NA,0,4
22,Yes,Travel_Rarely,Research & Development,8,University,Medical,1,1783,High,3,High,1,Laboratory Technician,High,Married,2398,1,Y,Yes,17,High,High,80,0,1,6,#N/D,1,NA,0,0
31,No,Travel_Rarely,Sales,29,Secondary,Marketing,1,1784,Low,2,Medium,2,Sales Executive,Medium,Married,5468,1,Y,No,14,High,Low,80,2,13,3,#N/D,12,NA,5,7
51,No,Travel_Rarely,Research & Development,3,University,Technical Degree,1,1786,Low,3,High,3,Manager,High,Married,13116,2,Y,No,11,High,Very_High,80,0,15,2,High,2,3,2,2
37,No,Travel_Rarely,Sales,9,Secondary,Marketing,1,1787,Medium,2,Medium,2,Sales Executive,Medium,Married,4189,1,Y,No,14,High,Low,80,2,5,2,#N/D,5,2,0,3
46,No,Travel_Rarely,Research & Development,2,University,Medical,1,1789,High,3,High,5,Research Director,High,Divorced,19328,7,Y,Yes,17,High,High,80,1,24,3,#N/D,2,NA,2,2
36,No,Travel_Rarely,Research & Development,10,University,Life Sciences,1,1790,Very_High,3,High,3,Healthcare Representative,High,Married,8321,7,Y,Yes,13,High,Very_High,80,1,15,1,#N/D,12,3,5,7
44,Yes,Travel_Frequently,Research & Development,1,University,Medical,1,1792,High,3,High,1,Research Scientist,High,Divorced,2342,1,Y,Yes,12,High,High,80,3,6,2,High,5,3,2,3
37,No,Travel_Rarely,Human Resources,8,University,Other,1,1794,High,3,High,2,Human Resources,High,Divorced,4071,2,Y,No,13,High,High,80,0,19,4,#N/D,10,NA,4,7
35,Yes,Travel_Rarely,Sales,27,University,Life Sciences,1,1797,High,3,High,2,Sales Executive,High,Single,5813,1,Y,Yes,18,High,Very_High,80,0,10,2,#N/D,10,NA,7,7
33,No,Travel_Rarely,Research & Development,8,Master,Life Sciences,1,1798,Very_High,4,Very_High,1,Research Scientist,Very_High,Married,3143,6,Y,No,19,High,Medium,80,1,14,1,Very_High,10,NA,7,6
28,No,Travel_Rarely,Research & Development,1,University,Life Sciences,1,1799,High,3,High,1,Research Scientist,High,Married,2044,1,Y,No,11,High,High,80,1,5,6,#N/D,5,NA,0,3
39,No,Travel_Rarely,Research & Development,10,University,Medical,1,1800,High,3,High,3,Research Director,High,Single,13464,7,Y,No,21,Very_High,High,80,0,9,3,High,4,NA,2,2
46,No,Non-Travel,Sales,26,Secondary,Life Sciences,1,1801,Medium,2,Medium,2,Sales Executive,Medium,Single,7991,8,Y,No,15,High,High,80,0,6,3,Medium,2,NA,2,2
40,No,Travel_Rarely,Research & Development,2,University,Life Sciences,1,1802,High,3,High,1,Laboratory Technician,High,Married,3377,4,Y,No,17,High,Very_High,80,1,7,5,#N/D,4,NA,0,2
42,No,Travel_Rarely,Research & Development,13,Master,Medical,1,1803,Medium,4,Very_High,2,Healthcare Representative,Very_High,Married,5538,5,Y,No,18,High,High,80,2,10,2,#N/D,0,NA,0,0
35,No,Non-Travel,Research & Development,2,University,Medical,1,1804,Medium,3,High,2,Manufacturing Director,High,Divorced,5762,2,Y,No,14,High,High,80,1,15,6,High,7,NA,1,7
38,No,Non-Travel,Human Resources,2,University,Human Resources,1,1805,Low,3,High,1,Human Resources,High,Divorced,2592,5,Y,No,13,High,Very_High,80,3,13,3,#N/D,11,3,3,8
34,Yes,Travel_Frequently,Research & Development,9,University,Life Sciences,1,1807,Very_High,3,High,2,Laboratory Technician,High,Married,5346,4,Y,No,17,High,High,80,1,11,3,#N/D,7,NA,0,7
37,Yes,Travel_Rarely,Research & Development,10,University,Medical,1,1809,Very_High,3,High,2,Manufacturing Director,High,Single,4213,1,Y,No,15,High,Medium,80,0,10,4,#N/D,10,NA,0,8
39,No,Travel_Frequently,Sales,20,University,Life Sciences,1,1812,High,3,High,2,Sales Executive,High,Divorced,4127,2,Y,No,18,High,Very_High,80,1,7,6,#N/D,2,3,2,2
43,No,Non-Travel,Research & Development,9,University,Life Sciences,1,1813,Low,3,High,1,Research Scientist,High,Single,2438,4,Y,No,13,High,High,80,0,7,2,#N/D,3,NA,1,2
41,No,Travel_Rarely,Research & Development,5,Master,Life Sciences,1,1814,Medium,4,Very_High,2,Healthcare Representative,Very_High,Single,6870,3,Y,No,12,High,Low,80,0,11,3,Very_High,3,NA,1,2
41,No,Travel_Rarely,Sales,4,University,Marketing,1,1815,High,3,High,3,Sales Executive,High,Divorced,10447,0,Y,Yes,13,High,Very_High,80,1,23,3,High,22,NA,13,5
30,No,Travel_Rarely,Research & Development,10,University,Medical,1,1816,Low,3,High,3,Manufacturing Director,High,Single,9667,9,Y,No,14,High,Medium,80,0,9,3,#N/D,7,NA,0,2
26,Yes,Travel_Rarely,Human Resources,20,University,Medical,1,1818,Very_High,3,High,1,Human Resources,High,Married,2148,0,Y,Yes,11,High,High,80,0,6,3,High,5,NA,1,4
46,Yes,Travel_Rarely,Research & Development,21,University,Medical,1,1821,Very_High,3,High,2,Healthcare Representative,High,Married,8926,4,Y,No,22,Very_High,Very_High,80,1,13,2,#N/D,9,NA,3,7
40,No,Travel_Rarely,Research & Development,1,University,Life Sciences,1,1822,High,3,High,2,Healthcare Representative,High,Divorced,6513,4,Y,No,17,High,Very_High,80,1,12,3,#N/D,5,NA,0,3
34,No,Travel_Rarely,Sales,8,Master,Technical Degree,1,1823,Medium,4,Very_High,2,Sales Executive,Very_High,Married,6799,1,Y,No,21,Very_High,High,80,2,10,5,#N/D,10,NA,4,8
58,No,Non-Travel,Sales,2,University,Medical,1,1824,Medium,NA,High,4,Manager,High,Divorced,16291,4,Y,No,22,Very_High,Very_High,80,1,37,0,#N/D,16,NA,14,14
35,No,Travel_Rarely,Research & Development,23,Primaria,Medical,1,1826,Medium,1,Low,1,Laboratory Technician,Low,Married,2705,0,Y,No,16,High,Medium,80,1,6,2,Low,5,1,0,3
47,No,Travel_Rarely,Research & Development,4,Secondary,Life Sciences,1,1827,High,2,Medium,3,Manufacturing Director,Medium,Divorced,10333,8,Y,Yes,12,High,High,80,1,28,4,#N/D,22,NA,14,10
40,No,Travel_Rarely,Research & Development,12,University,Life Sciences,1,1829,Medium,3,High,2,Healthcare Representative,High,Divorced,4448,2,Y,No,12,High,Medium,80,1,15,3,#N/D,7,NA,7,7
54,No,Travel_Rarely,Research & Development,7,#N/D,Medical,1,1830,Very_High,3,High,2,Research Scientist,High,Married,6854,4,Y,No,15,High,Medium,80,1,14,2,#N/D,7,NA,1,7
31,No,Travel_Frequently,Sales,7,University,Marketing,1,1833,Low,NA,High,3,Sales Executive,High,Married,9637,2,Y,No,14,High,Very_High,80,2,9,3,#N/D,3,NA,2,2
28,No,Travel_Rarely,Research & Development,1,University,Medical,1,1834,High,3,High,1,Research Scientist,High,Married,3591,1,Y,No,25,Very_High,High,80,1,3,3,#N/D,3,NA,1,2
38,No,Travel_Rarely,Sales,2,Primaria,Marketing,1,1835,Medium,1,Low,2,Sales Representative,Low,Married,5405,2,Y,Yes,20,Very_High,Low,80,2,20,4,Low,4,NA,0,3
26,No,Travel_Rarely,Sales,10,University,Medical,1,1836,High,3,High,2,Sales Executive,High,Single,4684,1,Y,No,13,High,Low,80,0,5,4,#N/D,5,NA,1,2
58,No,Travel_Frequently,Research & Development,15,University,Life Sciences,1,1837,Low,3,High,4,Research Director,High,Married,15787,2,Y,Yes,14,High,Medium,80,0,23,3,#N/D,2,3,2,2
18,No,Non-Travel,Research & Development,14,University,Medical,1,1839,Medium,3,High,1,Research Scientist,High,Single,1514,1,Y,No,16,High,High,80,0,0,4,#N/D,0,NA,0,0
31,Yes,Travel_Rarely,Human Resources,18,Master,Human Resources,1,1842,Very_High,4,Very_High,1,Human Resources,Very_High,Married,2956,0,Y,No,17,High,High,80,0,2,4,#N/D,1,NA,0,0
29,Yes,Travel_Rarely,Human Resources,13,Secondary,Human Resources,1,1844,Low,2,Medium,1,Human Resources,Medium,Divorced,2335,4,Y,Yes,15,High,Very_High,80,3,4,3,#N/D,2,NA,2,0
45,No,Non-Travel,Sales,2,University,Life Sciences,1,1845,High,3,High,2,Sales Executive,High,Married,5154,4,Y,No,22,Very_High,Medium,80,2,10,3,#N/D,8,NA,5,7
36,No,Travel_Rarely,Research & Development,2,University,Other,1,1847,Very_High,3,High,2,Research Scientist,High,Married,6962,4,Y,Yes,22,Very_High,Very_High,80,1,15,2,#N/D,1,NA,0,0
43,No,Travel_Frequently,Sales,2,University,Life Sciences,1,1849,Low,3,High,2,Sales Executive,#N/D,Married,5675,1,Y,No,20,Very_High,High,80,1,7,5,#N/D,7,NA,7,7
27,No,Travel_Frequently,Research & Development,5,University,Life Sciences,1,1850,Very_High,3,High,1,Laboratory Technician,High,Single,2379,0,Y,Yes,14,High,High,80,0,6,3,High,5,NA,0,2
29,No,Travel_Frequently,Research & Development,20,University,Medical,1,1852,Very_High,3,High,1,Laboratory Technician,High,Married,3812,1,Y,No,13,High,Medium,80,0,11,3,High,11,NA,3,10
32,No,Travel_Frequently,Sales,10,University,Marketing,1,1853,Very_High,NA,High,2,Sales Executive,High,Single,4648,8,Y,No,13,High,High,80,0,4,2,#N/D,0,NA,0,0
42,No,Non-Travel,Research & Development,10,University,Technical Degree,1,1854,High,NA,High,1,Research Scientist,High,Married,2936,3,Y,No,22,Very_High,Medium,80,2,10,1,#N/D,6,3,3,3
47,No,Travel_Rarely,Research & Development,9,University,Life Sciences,1,1856,Medium,3,High,1,Laboratory Technician,High,Single,2105,4,Y,No,12,High,High,80,0,7,2,High,2,3,2,0
46,No,Travel_Rarely,Research & Development,2,University,Life Sciences,1,1857,Very_High,3,High,3,Manufacturing Director,High,Divorced,8578,3,Y,No,14,High,High,80,1,12,4,#N/D,9,NA,4,7
28,No,Non-Travel,Human Resources,1,University,Life Sciences,1,1858,High,3,High,1,Human Resources,High,Divorced,2706,1,Y,No,15,High,Medium,80,1,3,2,#N/D,3,NA,2,2
29,No,Travel_Rarely,Research & Development,29,Primaria,Life Sciences,1,1859,Very_High,1,Low,2,Healthcare Representative,Low,Divorced,6384,8,Y,No,17,High,Very_High,80,2,11,3,Low,7,NA,1,6
42,No,Travel_Rarely,Research & Development,8,University,Life Sciences,1,1860,Very_High,3,High,1,Laboratory Technician,High,Single,3968,4,Y,No,13,High,Very_High,80,0,8,3,#N/D,0,NA,0,0
32,Yes,Travel_Rarely,Sales,2,Secondary,Marketing,1,1862,High,2,Medium,2,Sales Executive,Medium,Single,9907,7,Y,Yes,12,High,High,80,0,7,3,#N/D,2,NA,2,2
46,No,Travel_Rarely,Sales,3,Master,Technical Degree,1,1863,Low,4,Very_High,4,Sales Executive,Very_High,Divorced,13225,2,Y,No,12,High,Very_High,80,1,25,5,Very_High,19,4,2,8
27,No,Travel_Rarely,Sales,23,#N/D,Medical,1,1864,Medium,2,Medium,2,Sales Representative,Medium,Married,3540,1,Y,No,21,Very_High,Very_High,80,1,9,5,Medium,9,NA,5,8
29,No,Travel_Rarely,Human Resources,6,Secondary,Medical,1,1865,Very_High,2,Medium,1,Human Resources,Medium,Married,2804,1,Y,No,11,High,Very_High,80,0,1,3,#N/D,1,NA,0,0
43,No,Travel_Rarely,Research & Development,6,Secondary,Medical,1,1866,Low,2,Medium,5,Manager,Medium,Married,19392,7,Y,No,13,High,Very_High,80,0,21,2,#N/D,16,2,6,14
48,No,Travel_Rarely,Research & Development,10,Secondary,Life Sciences,1,1867,Very_High,2,Medium,5,Research Director,Medium,Married,19665,4,Y,No,12,High,Very_High,80,0,29,3,#N/D,22,2,12,9
29,Yes,Travel_Frequently,Research & Development,24,Secondary,Life Sciences,1,1868,Very_High,2,Medium,1,Research Scientist,Medium,Single,2439,1,Y,Yes,24,Very_High,Medium,80,0,1,3,Medium,1,NA,1,0
46,Yes,Travel_Rarely,Sales,10,University,Life Sciences,1,1869,High,3,High,3,Sales Executive,High,Married,7314,5,Y,No,21,Very_High,High,80,3,14,2,#N/D,8,NA,0,7
27,No,Travel_Frequently,Research & Development,15,Secondary,Life Sciences,1,1870,Very_High,2,Medium,1,Research Scientist,Medium,Married,4774,0,Y,No,19,High,Very_High,80,1,8,2,Medium,7,NA,7,3
39,No,Travel_Rarely,Research & Development,19,University,Other,1,1871,Very_High,NA,High,2,Research Scientist,High,Divorced,3902,8,Y,No,14,High,Medium,80,3,7,2,#N/D,2,NA,2,2
55,No,Travel_Rarely,Research & Development,2,Secondary,Technical Degree,1,1873,Medium,2,Medium,1,Research Scientist,Medium,Married,2662,8,Y,No,20,Very_High,Medium,80,1,19,2,#N/D,5,NA,0,4
28,No,Travel_Rarely,Sales,3,#N/D,Medical,1,1875,Medium,3,High,1,Sales Representative,High,Married,2856,1,Y,No,19,High,Very_High,80,1,1,3,#N/D,1,NA,0,0
30,Yes,Travel_Rarely,Sales,9,University,Medical,1,1876,Medium,3,High,1,Sales Representative,High,Single,1081,1,Y,No,13,High,High,80,0,1,3,#N/D,1,NA,0,0
22,Yes,Travel_Rarely,Research & Development,7,University,Life Sciences,1,1878,Very_High,3,High,1,Research Scientist,High,Single,2472,1,Y,Yes,23,Very_High,Low,80,0,1,2,#N/D,1,NA,0,0
36,No,Travel_Rarely,Sales,10,Secondary,Technical Degree,1,1880,Medium,2,Medium,2,Sales Executive,Medium,Married,5673,1,Y,Yes,13,High,Low,80,1,10,4,Medium,10,NA,1,7
31,No,Travel_Rarely,Research & Development,20,University,Life Sciences,1,1881,Medium,3,High,2,Laboratory Technician,High,Divorced,4197,1,Y,No,11,High,Low,80,1,10,2,#N/D,10,NA,0,2
34,No,Travel_Rarely,Sales,4,University,Life Sciences,1,1882,High,3,High,3,Sales Executive,High,Married,9713,2,Y,Yes,13,High,Very_High,80,3,9,3,#N/D,5,NA,1,0
29,No,Travel_Rarely,Research & Development,7,University,Life Sciences,1,1883,Very_High,3,High,1,Laboratory Technician,High,Single,2062,3,Y,No,14,High,Medium,80,0,11,2,High,3,NA,1,2
37,No,Travel_Rarely,Research & Development,7,University,Medical,1,1885,Very_High,3,High,2,Research Scientist,High,Married,4284,5,Y,Yes,22,Very_High,High,80,1,16,2,High,5,NA,0,4
35,No,Travel_Rarely,Research & Development,16,Secondary,Other,1,1886,Very_High,2,Medium,2,Manufacturing Director,Medium,Married,4788,0,Y,Yes,11,High,Very_High,80,0,4,2,#N/D,3,NA,0,2
